2026-09-06T01:08:31+00:00	optiver-ready-trader	Optiver Ready Trader Go	proposed website=https://readytradergo.optiver.com/	Verified live (HTTP 200, plain HTML, ~1KB of text); the sheet currently points at the generic Optiver careers page.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Asset and Wealth Management - Quantitative Strats @ Salt Lake City, UT	proposed eligible=relevant (eligible) because the posting text did not impose a class-year graduation window and therefore would not have excluded a first-year student; recommend keeping eligible=true for now.	The row was removed from SimplifyJobs even though the original posting only required being “a student pursuing a bachelor's or graduate degree” (no class-year gate), so this could remove an opportunity the student might have been able to pursue.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Investment Banking @ London, UK	proposed eligible=Posting text states "Students pursuing a bachelor's or graduate degree," so propose eligible_proposal = true because that phrasing does not bar a first‑year student; confirm on the employer site.	The SimplifyJobs row for a Quantitative Strategist Intern in London was removed, and the live posting had said only "Students pursuing a bachelor's or graduate degree," so a first‑year (Class of 2030) could plausibly have been eligible.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Multiple Teams @ London, UK	proposed eligible=eligible: true — the posting is for a 2027 quantitative internship with no stated graduation-window or class-year gate and fits his quantitative finance focus.	This was a 2027 Quantitative Strategist internship listing with no class-year restriction and it matches his top interest in quantitative finance.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Quantitative Strategist Intern - Multiple Teams @ NYC	proposed eligible=true — the posting’s explicit requirement to be a student pursuing a bachelor’s degree makes this person eligible (class of 2030).	Posting states applicants must “Be a student pursuing a bachelor's or graduate degree,” which includes a first-year (class of 2030) and the role is quantitative finance-aligned.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern - Americas - Investment Banking Quantitative Strats @ NYC	proposed eligible=eligible: true because the posting states only that applicants must “Be a student pursuing a bachelor's or graduate degree,” which includes a first-year student.	Row was removed from SimplifyJobs, but the posting text only requires you to “Be a student pursuing a bachelor's or graduate degree,” so a Stanford first-year is eligible—check the live link to see if the role was pulled or filled.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Analyst Intern @ NYC	proposed eligible=true (posting requires being "pursuing a bachelor's or graduate degree" which your class meets)	The SimplifyJobs row for Goldman Sachs Summer Analyst (Summer 2027) was removed from the source, and the posting itself allows students pursuing a bachelor's degree (no class-year gate), so this removal matters to you.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Associate Intern - Multiple Teams 🎓 @ NYC	proposed eligible=false — posting explicitly requires pursuing an advanced degree (MBA/PhD/JD/MD/LLM), so the student (first-year undergrad, class of 2030) does not qualify.	Posting states: "Be pursuing an advanced degree such as a Master of Business Administration, Doctor of Philosophy, Juris Doctor, Doctor of Medicine, or Master of Laws," which excludes a first-year undergrad graduating 2030.
2026-09-12T11:41:26+00:00	simplify-2027	[Goldman Sachs](https://simplify.jobs/c/Goldman-Sachs) / Summer Associate Intern 🎓 @ NYC	proposed eligible=ineligible — posting explicitly requires students pursuing an advanced degree (MBA/PhD/JD/MD), which this student does not have.	Posting states: "Students pursuing an advanced degree such as a Master of Business Administration, Doctor of Philosophy, Juris Doctor, Doctor of Medicine, or Master of Laws.", which excludes a first-year undergraduate.
2026-09-12T11:41:26+00:00	simplify-2027	[Hudson River Trading](https://simplify.jobs/c/Hudson-River-Trading) / Algorithm Development Intern - Quant Research @ NYC	proposed eligible=eligible_proposal: This role appears suitable — posting states ‘You must be a full-time undergraduate or master’s student,’ so propose eligible = true for this student (first‑year, class of 2030).	SimplifyJobs removed the Hudson River Trading Algorithm Developer Intern (Summer 2027) row from the tracker even though the live posting explicitly accepts full‑time undergraduate students (so it’s relevant to your Summer 2027 search).
2026-09-12T13:15:28+00:00	simplify-2027	[Booz Allen](https://simplify.jobs/c/Booz-Allen) / AI Software Developer Intern @ San Diego, CA	proposed eligible=Not eligible: requires graduation by Summer 2027 while the student graduates in 2030.	The posting states "Scheduled to obtain a Bachelor's degree ... by Summer 2027," which this student (class of 2030) does not meet.
2026-09-12T13:15:28+00:00	simplify-2027	[RTX](https://simplify.jobs/c/RTX) / Software Engineer Intern @ Cedar Rapids, IA	proposed eligible=Not eligible — posting states “Must have a minimum of 60 credit hours by the start of the internship or co-op session.”	Posting requires “Must have a minimum of 60 credit hours by the start of the internship or co-op session.” which a first‑year (class of 2030) would not meet.
2026-09-12T16:16:24+00:00	aqr-internship-program	AQR internship programme	the programme page that stated eligibility is gone (302 -> aqr.com/404) and has no live replacement; the eligible/notes research it fed is now unverified and needs a human check against aqr-greenhouse
